,bench mark,,,,,moving average,,,,,moving average with short sell,,,,,moving average with support price,,,,,moving average support volatility,,,,,moving average double support volatility,,,,,,Comparison of Return,,,,Comparison of Max Draw Down,,,,Comparison of Sharpe Ratio,,
ticker,bench mark return,bench mark volatility,bench mark draw_down,bench mark max_draw_down,bench mark sharpe,moving average return,moving average volatility,moving average draw_down,moving average max_draw_down,moving average sharpe,moving average with short sell return,moving average with short sell volatility,moving average with short sell draw_down,moving average with short sell max_draw_down,moving average with short sell sharpe,moving average with support price return,moving average with support price volatility,moving average with support price draw_down,moving average with support price max_draw_down,moving average with support price sharpe,moving average support volatility return,moving average support volatility volatility,moving average support volatility draw_down,moving average support volatility max_draw_down,moving average support volatility sharpe,moving average double support volatility return,moving average double support volatility volatility,moving average double support volatility draw_down,moving average double support volatility max_draw_down,moving average double support volatility sharpe,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff
PCG,1.4175654591,0.1889070407,-0.0477283157,-0.398250475,0.4883413073,0.2179915306,0.1261165661,-0.0431390546,-0.2982465983,0.1578540413,-0.4983436843,0.190898256,-0.5579687752,-0.619248056,-0.3490479477,0.6798746023,0.1348547677,-0.0477283157,-0.4150535358,0.3946392542,0.5453072131,0.1114687679,-0.0370778267,-0.2669027293,0.3989017122,0.5634061935,0.1483679681,-0.0370778267,-0.398250475,0.3078932518,,0.4618830717,-0.1345673892,0.0180989804,,-0.1168069375,0.1481508065,-0.1313477457,,0.2367852129,0.004262458,-0.0910084604
PNW,0.4104008717,0.1774819449,-0.1718509057,-0.4951154426,0.1970411637,0.3797754776,0.1082931548,-0.0939235442,-0.2203107749,0.3019817502,0.1045226863,0.1779283452,-0.3720633016,-0.4851414054,0.0561287346,0.7377802647,0.1045982042,0,-0.2131303814,0.542962553,0.4743624813,0.0911111322,0,-0.155920134,0.4343033982,0.1653728959,0.1397050095,0,-0.3844839125,0.1103439736,,0.3580047871,-0.2634177834,-0.3089895854,,0.0071803935,0.0572102474,-0.2285637785,,0.2409808028,-0.1086591548,-0.3239594246
PPL,0.5611007744,0.2171680052,-0.0706730769,-0.5352946857,0.2096407242,0.7713683921,0.1464530343,-0.01912177,-0.2893781677,0.4016108969,0.4855395837,0.2177929876,-0.0091695094,-0.4313353855,0.1852905368,1.1178066457,0.1444999999,-0.0234308169,-0.3058874296,0.5390510254,1.4948149724,0.124621492,-0.0234308169,-0.1566668951,0.7678503675,0.9992181878,0.1538341588,-0.0234308169,-0.4438218665,0.4660985166,,0.3464382536,0.3770083267,-0.4955967846,,-0.0165092619,0.1492205345,-0.2871549714,,0.1374401285,0.2287993421,-0.3017518509
PEG,0.9968526634,0.233064227,-0.0378255257,-0.5121077956,0.3071044016,0.3343412348,0.1472041424,-0.0344575593,-0.3520815569,0.1987166297,-0.3515530144,0.2365990918,-0.4262573521,-0.5927067075,-0.1791051474,0.5072772559,0.1522152301,-0.0463240828,-0.3118804479,0.2750498588,0.6354245248,0.1363307133,-0.0463240828,-0.2533771825,0.3696856321,1.3995997223,0.1515561263,-0.0463240828,-0.2520340295,0.6033211815,,0.1729360211,0.1281472689,0.7641751975,,0.040201109,0.0585032654,0.001343153,,0.0763332291,0.0946357733,0.2336355494
SCG,0.5219976089,0.1674343941,-0.0454817475,-0.3569362479,0.2560969324,0.36449479,0.1128180902,-0.0286902933,-0.1870198985,0.2796854825,-0.0116726959,0.1686014625,-0.3490706159,-0.4384064837,-0.0069571029,0.2501688271,0.1065925094,-0.0082484462,-0.2220728698,0.2117396775,0.2657530022,0.1028156316,-0.0082484462,-0.1584357207,0.2318418118,0.444624309,0.1397753107,0,-0.2896847784,0.2679629779,,-0.1143259629,0.0155841751,0.1788713068,,-0.0350529713,0.0636371491,-0.1312490577,,-0.067945805,0.0201021343,0.0361211661
SRE,1.1337422376,0.2136259385,-0.0478514779,-0.4225060987,0.3684050984,0.2924592508,0.1446228848,-0.1059163739,-0.207810841,0.1796124403,-0.4104305741,0.2136471934,-0.5757323418,-0.597506676,-0.2407926157,0.7945301661,0.1315985092,-0.0645793156,-0.2494210939,0.4573986114,0.6124188421,0.1224509663,-0.0829461702,-0.26976617,0.3994501326,0.3794085315,0.1596649072,-0.0829461702,-0.4893752305,0.2046479741,,0.5020709153,-0.182111324,-0.2330103106,,-0.0416102529,-0.0203450761,-0.2196090605,,0.2777861711,-0.0579484788,-0.1948021585
SO,0.6378565785,0.1506674719,-0.0453924915,-0.3046617575,0.3355438586,0.4244599276,0.096944084,-0.039805364,-0.1836582245,0.3713265465,0.0822066114,0.1522018906,-0.3281864642,-0.3930650745,0.0520907897,0.391253045,0.1010162156,-0.0010438413,-0.1894987947,0.3322047019,0.3892555816,0.0940438726,-0.0010438413,-0.162167224,0.3552558319,0.7351356726,0.1318873404,-0.0010438413,-0.1832911392,0.4293970663,,-0.0332068826,-0.0019974634,0.345880091,,-0.0058405702,0.0273315707,-0.0211239152,,-0.0391218446,0.02305113,0.0741412344
WEC,0.9340160453,0.1528666748,-0.0688456189,-0.2550127374,0.4458504654,0.5535577924,0.1058733643,-0.0455706682,-0.1800457777,0.4252361035,0.0948753951,0.1536415223,-0.301914036,-0.4055316722,0.0592392075,0.446356494,0.1025362594,-0.0688456189,-0.1967372713,0.3664936531,0.3918008821,0.0983120551,-0.0688456189,-0.1908320209,0.3417560229,0.7575143168,0.1408478332,-0.0688456189,-0.2391712794,0.4116955383,,-0.1072012984,-0.0545556119,0.3657134347,,-0.0166914936,0.0059052504,-0.0483392585,,-0.0587424504,-0.0247376302,0.0699395154
XEL,0.9997253141,0.1627690416,-0.0317460317,-0.3031655266,0.4406798959,0.5416792057,0.1122733522,0,-0.1652766966,0.3938575367,0.0340377801,0.1630479725,-0.0038843146,-0.3155239071,0.0205546648,0.6613384371,0.1036268878,0,-0.2454746803,0.5022971634,0.3999033623,0.0955663382,-0.001905972,-0.240892584,0.357852407,0.6026462142,0.1417917708,-0.001905972,-0.3031655266,0.3404699602,,0.1196592314,-0.2614350748,0.2027428519,,-0.0801979837,0.0045820963,-0.0622729426,,0.1084396267,-0.1444447564,-0.0173824468
AMG,0.7755947813,0.3974379701,-0.5627782041,-0.8592499259,0.1486254339,0.8636311172,0.2582103958,-0.1460467575,-0.39690133,0.2486527731,-0.2476135597,0.3993895281,-0.313561362,-0.8482532373,-0.0702035399,1.3667999415,0.1922567686,-0.0360706063,-0.2307285302,0.4677936465,0.4828257038,0.1200275681,-0.1880901919,-0.2276919699,0.3346301275,1.1159377228,0.1426768602,-0.227180889,-0.2550693092,0.5452723821,,0.5031688243,-0.8839742377,0.633112019,,0.1661727998,0.0030365603,-0.0273773393,,0.2191408734,-0.133163519,0.2106422546
AFL,0.6161728233,0.4036826975,-0.6061787054,-0.8268505712,0.1217711498,0.2922456934,0.2440258759,-0.426029959,-0.6212578922,0.1063785639,-0.6204627681,0.3977972979,-0.7856888148,-0.7997839398,-0.2320281075,0.5168647313,0.1783656026,-0.0328524353,-0.3300753107,0.2384278862,0.4557595283,0.1183413679,-0.0458286243,-0.1988567134,0.3232276598,0.5558275626,0.1691183805,-0.0154755205,-0.2427841271,0.2671128625,,0.2246190379,-0.061105203,0.1000680343,,0.2911825815,0.1312185973,-0.0439274137,,0.1320493223,0.0847997736,-0.0561147973
ALL,0.0235168637,0.3245869719,-0.5646951871,-0.7704103022,0.0071667458,0.5226278291,0.1720963847,-0.1011031105,-0.3996970574,0.2494101921,0.0712658931,0.3238357998,-0.3177292037,-0.4944697139,0.0213227847,0.9157748126,0.1153674549,-0.0849112774,-0.1582806191,0.5820039876,0.5474909695,0.0838724709,-0.0849112774,-0.1525933716,0.5319090768,0.3067255041,0.1412605623,-0.0537463595,-0.3211553653,0.1918618418,,0.3931469835,-0.3682838431,-0.2407654654,,0.2414164383,0.0056872475,-0.1685619937,,0.3325937955,-0.0500949108,-0.340047235
AXP,0.0190032336,0.362966558,-0.7513485083,-0.838929471,0.0051892154,-0.0507254097,0.2250402972,-0.6012565533,-0.6688771206,-0.0230630721,-0.4864813692,0.3641741699,-0.7651020652,-0.7843061979,-0.1769746319,0.5376703999,0.1781285052,-0.1660502667,-0.3342471542,0.2467205874,-0.0424388105,0.0950234084,-0.0680042501,-0.2494332817,-0.0455198331,0.3365757812,0.1282489343,-0.0153172867,-0.2051294686,0.2294293955,,0.5883958096,-0.5801092104,0.3790145917,,0.3346299664,0.0848138725,0.0443038131,,0.2697836595,-0.2922404205,0.2749492286
AIG,-0.8979850136,0.7691819121,-0.9820215281,-0.9922751743,-0.2652336025,-0.393709285,0.4565398459,-0.8375697635,-0.9199500487,-0.1068673019,-0.9727195629,0.8826805959,-0.9897805845,-0.9941850446,-0.3425177997,1.0613066388,0.2493207459,-0.0332094224,-0.4346008362,0.3007501652,0.4245831698,0.0908618689,-0.0672238227,-0.1900640049,0.3962814293,0.5903034364,0.1456022077,-0.1636814191,-0.2849459445,0.3259979498,,1.4550159238,-0.636723469,0.1657202666,,0.4853492125,0.2445368313,-0.0948819396,,0.4076174671,0.0955312641,-0.0702834795
AMP,0.2615023801,0.3940901229,-0.6522953173,-0.8113519851,0.0596126505,0.5782806569,0.2451960652,-0.1864016532,-0.4946829977,0.1903445791,-0.2583122203,0.4050122458,-0.5148565779,-0.7229662478,-0.0726620519,1.0318258516,0.1566740965,-0.034169111,-0.2289039767,0.468721059,0.1735669862,0.0667863815,0,-0.1372666169,0.2414720083,0.2362604825,0.0938272707,0,-0.1781819575,0.2283659948,,0.4535451947,-0.8582588654,0.0626934963,,0.265779021,0.0916373598,-0.0409153406,,0.2783764799,-0.2272490507,-0.0131060135
AON,1.0426070355,0.2366423123,-0.1462963423,-0.3333333333,0.3127270312,0.2724346496,0.1668578584,-0.1561300258,-0.2688423481,0.1460879914,-0.3947815539,0.2398591214,-0.5110391429,-0.5153224566,-0.2041092976,0.1121263456,0.1732843831,-0.209353333,-0.3789302177,0.0616313906,0.1298619097,0.1137359708,-0.1394887084,-0.2833722272,0.1079644459,0.012821213,0.1413004741,-0.2285443078,-0.3606270171,0.0090181829,,-0.160308304,0.0177355641,-0.1170406967,,-0.1100878696,0.0955579905,-0.0772547899,,-0.0844566008,0.0463330553,-0.098946263
AJG,0.2984064958,0.2208931216,-0.2774064512,-0.4788800314,0.1197276236,0.1487646611,0.1468963141,-0.1905094192,-0.3111617776,0.0950310421,-0.1559931175,0.218116457,-0.497942042,-0.5448747323,-0.0770679755,-0.0955234343,0.1351529893,-0.2623959712,-0.4289268068,-0.0738842897,-0.0297011825,0.0942962927,-0.1642814656,-0.2120000966,-0.0319140513,0.0376876322,0.159502376,-0.1568433379,-0.2347513657,0.0232275383,,-0.2442880954,0.0658222518,0.0673888147,,-0.1177650292,0.2169267102,-0.0227512691,,-0.1689153318,0.0419702384,0.0551415896
AIZ,0.5686224647,0.3394217867,-0.4569104204,-0.8158558162,0.1356121655,1.9796454725,0.192605467,-0.0616528401,-0.2800101144,0.5987103687,1.6894189324,0.3389117104,-0.1377013495,-0.5574865759,0.3067115184,1.8699973783,0.1531304642,-0.0054495913,-0.1654491083,0.7258040557,0.839632618,0.1020547449,-0.0054495913,-0.1280482538,0.6156192836,1.041973984,0.1327139788,-0.0054495913,-0.2177958839,0.5573728645,,-0.1096480942,-1.0303647603,0.202341366,,0.1145610061,0.0374008545,-0.0897476301,,0.127093687,-0.1101847721,-0.0582464191
BAC,-0.484492248,0.5162675516,-0.9012092982,-0.9345697124,-0.1241371408,-0.5071598673,0.3341151498,-0.7120268197,-0.7342137728,-0.2043768928,-0.9055907881,0.5288469359,-0.9238581369,-0.9265833889,-0.3973815312,-0.2712289698,0.2287475912,-0.3837296147,-0.5342520631,-0.1360976856,0.1073069493,0.0843626383,-0.1044392859,-0.1759844192,0.1213937699,0.1318008665,0.1245424526,-0.1044392859,-0.3090500802,0.09998964,,0.2359308975,0.3785359191,0.0244939172,,0.1999617097,0.3582676439,-0.133065661,,0.0682792072,0.2574914555,-0.0214041299
BK,0.1838146497,0.3875433575,-0.2930639672,-0.6246615405,0.0438931779,-0.4933691266,0.2164503873,-0.5375336886,-0.6135891637,-0.3035871931,-0.9211171657,0.3944120416,-0.9303599509,-0.9339296083,-0.5684746753,-0.1734239332,0.1646980597,-0.2038267985,-0.419250293,-0.1145042388,0.0154007165,0.1016335133,-0.1755291765,-0.1824618006,0.0150431618,0.4424919718,0.1449799901,-0.1801404927,-0.1863551712,0.2572867777,,0.3199451934,0.1888246497,0.4270912553,,0.1943388707,0.2367884924,-0.0038933706,,0.1890829543,0.1295474006,0.2422436159
BBT,0.3148810071,0.3643793956,-0.5107750439,-0.6648664407,0.0761335458,-0.3393354605,0.2569825054,-0.6069461378,-0.6577384799,-0.1579394108,-0.8322354332,0.3702379427,-0.8811291371,-0.888987593,-0.4414254017,-0.3903762803,0.210820846,-0.6006980204,-0.6731644679,-0.228951569,-0.0925533977,0.0747271179,-0.0925533977,-0.2770970129,-0.1292864,0.0642195129,0.1229312958,0,-0.2764359388,0.0507687974,,-0.0510408198,0.2978228826,0.1567729106,,-0.015425988,0.396067455,0.0006610741,,-0.0710121582,0.099665169,0.1800551974
BLK,2.6617044229,0.3442098042,-0.0556634304,-0.6074972914,0.4024680194,0.3069306712,0.2250586123,-0.0562050419,-0.5524273488,0.1204958575,-0.7776568406,0.3476405062,-0.818300902,-0.854671785,-0.4014042006,1.8347654047,0.2223529097,-0.0361153931,-0.4379528083,0.4936820101,1.2537729443,0.1398178124,-0.0361153931,-0.3237632187,0.6052036052,1.8414823271,0.1773551377,-0.0361153931,-0.3274334441,0.6204173507,,1.5278347335,-0.5809924604,0.5877093828,,0.1144745405,0.1141895896,-0.0036702254,,0.3731861526,0.1115215951,0.0152137455
HRB,-0.0902969147,0.2731396191,-0.2784028472,-0.4852447435,-0.034470697,-0.0026331309,0.1643622924,-0.1165521167,-0.3311806326,-0.0016032888,-0.33811705,0.2750277272,-0.4484120963,-0.6110789177,-0.1469340803,-0.463060588,0.1713717015,-0.4695446177,-0.6188671426,-0.3516886979,-0.4367477402,0.0878109376,-0.4367477402,-0.4367477402,-0.635053409,-0.351113403,0.1530350268,-0.3851130352,-0.394444081,-0.2764807523,,-0.4604274571,0.0263128478,0.0856343372,,-0.28768651,0.1821194024,0.0423036592,,-0.3500854091,-0.2833647111,0.3585726567
COF,-0.1105828602,0.480079061,-0.8284023293,-0.90166106,-0.0242582192,0.1254368487,0.3328129192,-0.6261326823,-0.7494407881,0.0357030732,-0.5703808957,0.4832088738,-0.8052503381,-0.8509891281,-0.1675964489,-0.1475875945,0.2217252064,-0.5392967834,-0.6870564933,-0.0714189369,-0.1997475492,0.0763643898,-0.1997475492,-0.2373657868,-0.2884546403,-0.3213652885,0.143555268,-0.3213652885,-0.4401741058,-0.2647794465,,-0.2730244432,-0.0521599547,-0.1216177393,,0.0623842948,0.4496907065,-0.202808319,,-0.1071220101,-0.2170357034,0.0236751938
CBOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
SCHW,0.738600813,0.3571626455,-0.2337515055,-0.5602151345,0.1591509583,-0.0397695674,0.2205076403,-0.1246800731,-0.3842144605,-0.018359271,-0.7647735423,0.362584525,-0.7847056007,-0.8438244312,-0.3714608779,0.4124933185,0.242418942,-0.1333333333,-0.4384863817,0.144892274,0.0032087409,0.0552055941,-0.0272340728,-0.1396026278,0.0058016508,0.0992677842,0.1021022675,-0.031944126,-0.2062622309,0.0930982249,,0.4522628859,-0.4092845776,0.0960590433,,-0.0542719212,0.2988837539,-0.0666596031,,0.163251545,-0.1390906232,0.0872965741
CB,1.251462049,0.2509771807,-0.0050386295,-0.4537320943,0.336711992,-0.1463374763,0.1843588499,-0.2815744845,-0.4865227328,-0.0851122539,-0.7570416308,0.2513736392,-0.766245196,-0.7710894563,-0.5246533056,0.1637747401,0.1838518846,-0.078283538,-0.4559681821,0.0830903894,0.269672698,0.1027918544,-0.1092287076,-0.1353496144,0.2349743526,0.5722912539,0.1760586756,-0.0893628444,-0.2909719411,0.2628329464,,0.3101122164,0.1058979579,0.3026185559,,0.0305545507,0.3206185677,-0.1556223267,,0.1682026433,0.1518839632,0.0278585938
CINF,0.0427743506,0.2767096578,-0.3631889821,-0.5957582635,0.0151624011,0.2312570203,0.2028190534,-0.1386113304,-0.3327462492,0.1036045222,-0.0241213786,0.2778114314,-0.3570030017,-0.4499554243,-0.008774851,-0.2411166597,0.1511577247,-0.3779446546,-0.5040286029,-0.1799632963,0.0107459255,0.0856125858,-0.0440662981,-0.1970875082,0.012486522,0.161951962,0.1245460944,-0.0329781837,-0.2552395155,0.1213788127,,-0.47237368,0.2518625852,0.1512060365,,-0.1712823537,0.3069410947,-0.0581520073,,-0.2835678185,0.1924498183,0.1088922907
C,-0.8916220706,0.5603267199,-0.9722247518,-0.9800110219,-0.3554785476,-0.5425495111,0.2569140044,-0.6930254548,-0.7287278859,-0.2927035432,-0.8754423791,0.6103537949,-0.9073642791,-0.9414879618,-0.3079654695,-0.5883773729,0.1651989523,-0.5996969952,-0.65479393,-0.5139668158,-0.0770401183,0.0755067824,-0.1564276037,-0.2358469685,-0.1057086641,-0.1735491824,0.1177869622,-0.2562187952,-0.4377282699,-0.1602341013,,-0.0458278618,0.5113372546,-0.0965090641,,0.0739339559,0.4189469615,-0.2018813014,,-0.2212632726,0.4082581517,-0.0545254372
CFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
CME,3.510753725,0.3897632302,-0.1348986066,-0.7748611551,0.4169595474,1.1278993639,0.2765937832,-0.266605728,-0.6751197036,0.2834671647,-0.3848076602,0.3919611902,-0.5170830227,-0.8058452773,-0.1209362107,4.2403211722,0.2426914581,-0.0454147196,-0.4700260378,0.7419625932,0,0,0,0,0,0,0,0,0,0,,3.1124218083,-4.2403211722,0,,0.2050936658,0.4700260378,0,,0.4584954285,-0.7419625932,0
CMA,0.1615836487,0.4044104172,-0.6633661652,-0.7827581579,0.0373014337,-0.4917095079,0.2684871174,-0.690750824,-0.7174142964,-0.2436097675,-0.8935715287,0.408806735,-0.9211666802,-0.9211666802,-0.4907840322,0.134038356,0.1900106804,-0.4517926913,-0.5908816805,0.0665902142,0.0289519945,0.096233874,-0.0257614368,-0.2359021234,0.0296882223,0.1101262214,0.1325261071,-0.0257614368,-0.3412763789,0.0792139422,,0.6257478639,-0.1050863615,0.0811742269,,0.1265326159,0.3549795571,-0.1053742555,,0.3101999817,-0.0369019919,0.0495257199
DFS,-0.4870980783,0.3921346431,-0.8254919092,-0.8417316211,-0.1646423272,-0.0903241039,0.2567278279,-0.6316967066,-0.6430146055,-0.0366858265,-0.4098193005,0.4004649624,-0.7320409346,-0.7978881196,-0.1282169703,0.1190613689,0.1579691077,-0.2821966138,-0.3028406517,0.0715835314,0,0,0,0,0,0,0,0,0,0,,0.2093854728,-0.1190613689,0,,0.3401739538,0.3028406517,0,,0.1082693579,-0.0715835314,0
ETFC,-0.847127556,0.6683676153,-0.9423661149,-0.978531012,-0.2561013697,-0.4075734792,0.3718216903,-0.4076054367,-0.7201742014,-0.1371253321,-0.8769407923,0.6808256997,-0.8799326817,-0.9639988399,-0.2775302024,-0.5902409382,0.3219686208,-0.5902409382,-0.8150111025,-0.265000222,0,0,0,0,0,0,0,0,0,0,,-0.182667459,0.5902409382,0,,-0.0948369011,0.8150111025,0,,-0.1278748899,0.265000222,0
FITB,-0.6882912768,0.6220355308,-0.9773895282,-0.9788637532,-0.176821869,0.0506503354,0.4007536536,-0.7865382707,-0.7960887279,0.01235466,-0.7111525736,0.6735872187,-0.9170120904,-0.922217364,-0.1733113369,0.3422947668,0.1864591776,-0.3818930366,-0.4219899021,0.1601612088,-0.2219488486,0.0645157628,-0.2219488486,-0.2473457468,-0.3840026034,-0.404084631,0.1360150678,-0.4774035397,-0.4944619672,-0.3707603145,,0.2916444314,-0.5642436154,-0.1821357824,,0.3740988258,0.1746441553,-0.2471162204,,0.1478065488,-0.5441638122,0.0132422889
BEN,1.8052531238,0.3338873856,-0.0189840021,-0.7279833567,0.3252931561,1.1092928804,0.2079008496,0,-0.5657033871,0.3725763445,-0.1617235647,0.3354566393,-0.5575893386,-0.7773051701,-0.0521054489,2.7414001911,0.1775886845,0,-0.3200581504,0.7938934614,1.6362500806,0.1293215208,-0.016744186,-0.1629732546,0.7867745112,2.0206592543,0.1551951654,-0.016744186,-0.2144090633,0.7528587918,,1.6321073107,-1.1051501105,0.3844091737,,0.2456452367,0.1570848958,-0.0514358087,,0.4213171169,-0.0071189502,-0.0339157194
GS,0.7483703138,0.3596918517,-0.3743781809,-0.7883959698,0.1596780749,0.5303636162,0.2196016248,-0.0705614693,-0.5321447936,0.1978629963,-0.4260286279,0.3719403441,-0.6461457146,-0.7961828773,-0.1451404893,1.4443106189,0.1825933799,-0.0472173141,-0.3224372472,0.5118093406,1.0662893907,0.1182158599,-0.0194158195,-0.1748382182,0.636485857,1.2242301969,0.1494342848,-0.1332989683,-0.2929310703,0.5566903705,,0.9139470027,-0.3780212282,0.1579408062,,0.2097075464,0.147599029,-0.1180928521,,0.3139463443,0.1246765164,-0.0797954865
HIG,-0.4022771399,0.6766294748,-0.9182462948,-0.9627423091,-0.074104781,1.1089049852,0.2986923993,-0.3985338826,-0.5471894547,0.2592604657,-1,nan,-1,-1,nan,1.4244521173,0.1944475022,-0.0355761794,-0.252195335,0.4760242511,0.1615073902,0.1051593661,-0.0708605061,-0.1669158295,0.1433864361,0.246785167,0.1389176043,-0.167987947,-0.2801340527,0.1604754981,,0.3155471321,-1.2629447271,0.0852777768,,0.2949941197,0.0852795055,-0.1132182232,,0.2167637854,-0.332637815,0.017089062
HBAN,-0.5702022611,0.6378043289,-0.9340270622,-0.9533181477,-0.1269133771,0.2402553058,0.3911180124,-0.6199919802,-0.6761785714,0.0556261999,-0.7780198451,0.6842214445,-0.8903428721,-0.9145491704,-0.2041515776,-0.6128645974,0.2692227408,-0.7508578721,-0.8000653211,-0.3361523808,-0.109022726,0.08620987,-0.1219717628,-0.2888102829,-0.1330787418,-0.2174777626,0.1285171862,-0.2174777626,-0.4358574527,-0.1884220602,,-0.8531199032,0.5038418714,-0.1084550366,,-0.1238867497,0.5112550382,-0.1470471698,,-0.3917785807,0.203073639,-0.0553433184
ICE,2.0112101911,0.4534896,-0.185477707,-0.7393830334,0.2568754122,0.8760953341,0.3083314527,-0.1107057137,-0.6676829146,0.2105333982,-0.6415370333,0.4741968031,-0.7825120645,-0.8885789949,-0.2055449487,1.3885938311,0.2348823037,-0.0297454768,-0.3891011935,0.3871538669,0,0,0,0,0,0,0,0,0,0,,0.512498497,-1.3885938311,0,,0.2785817211,0.3891011935,0,,0.1766204687,-0.3871538669,0
IVZ,0.6039511596,0.4317748277,-0.3451449348,-0.7190111227,0.1120054374,-0.1804207123,0.2777486728,-0.3182614746,-0.4788841137,-0.0708985829,-0.8679323954,0.4383869761,-0.8862006573,-0.9060791805,-0.4178996802,-0.1557360331,0.2585963203,-0.3646295654,-0.5288097064,-0.064888247,0,0,0,0,0,0,0,0,0,0,,0.0246846792,0.1557360331,0,,-0.0499255927,0.5288097064,0,,0.0060103359,0.064888247,0
JPM,0.3048489041,0.392158311,-0.4833754132,-0.6814924377,0.0687349252,-0.1298598711,0.2635935355,-0.4127331985,-0.5762245465,-0.0523848879,-0.7426138758,0.4002393232,-0.7869304535,-0.8478836857,-0.3169694232,0.0566924482,0.2331490895,-0.2188446426,-0.4372391691,0.0237075121,0.1994928808,0.0831884845,-0.1675098533,-0.2470619227,0.2205704799,0.218241118,0.1253121833,-0.0924931682,-0.2453126405,0.1590340101,,0.1865523193,0.1428004326,0.0187482372,,0.1389853774,0.1901772464,0.0017492822,,0.0760924,0.1968629678,-0.0615364698
KEY,-0.5779060005,0.5245106816,-0.7707529289,-0.8707883049,-0.1574915493,-0.6477945315,0.3310060932,-0.7239093482,-0.8106654327,-0.2992577508,-0.9483624495,0.5641639541,-0.9580769979,-0.973495451,-0.4544515818,0.3648250631,0.1274158761,-0.0164689394,-0.3082482811,0.2478383292,0.3473725344,0.0897067457,-0.0409567064,-0.1369156041,0.337235478,0.0880546056,0.1232608712,-0.0409567064,-0.3833085297,0.0687277358,,1.0126195946,-0.0174525287,-0.2593179288,,0.5024171516,0.171332677,-0.2463929256,,0.54709608,0.0893971488,-0.2685077422
LUK,0.9210241617,0.3606489317,-0.1069789137,-0.8073850524,0.1869858489,1.6444894352,0.214504585,-0.0339154191,-0.4418244695,0.4759366623,0.7823061966,0.3602390475,-0.0638421081,-0.6401044393,0.1650816602,0.8387854607,0.1790089161,-0.0283687943,-0.4395888885,0.3506972513,1.614123943,0.1358811843,-0.0283687943,-0.3047535775,0.7419646566,2.3693856522,0.1536934297,-0.0283687943,-0.2989037585,0.8400104364,,-0.8057039745,0.7753384823,0.7552617092,,0.002235581,0.134835311,0.005849819,,-0.125239411,0.3912674053,0.0980457798
LNC,-0.1033137128,0.6065732938,-0.8401792948,-0.9285548001,-0.0178731332,0.6767383822,0.3396280775,-0.3748205999,-0.585045225,0.1561186262,-0.7664814342,0.6358187542,-0.8825984407,-0.9485023802,-0.2128217321,1.3925332407,0.210644764,-0.0571428571,-0.2973798591,0.4325543566,0.4355768099,0.097581906,-0.0804075545,-0.1870439488,0.3771527662,0.3994598052,0.133822639,-0.0410097555,-0.2371670386,0.255307207,,0.7157948585,-0.9569564308,-0.0361170047,,0.2876653659,0.1103359103,-0.0501230898,,0.2764357304,-0.0554015904,-0.1218455592
